"postCode","actUseTypTxt","count"
"762505","5-room","48"
"762504","3-room","24"
"762504","4-room","35"
"762504","5-room","48"
"762502","4-room","24"
"762502","5-room","72"
"762501","4-room","35"
"762501","5-room","34"
"762432","4-room","24"
"762432","5-room","60"
"762431","3-room","36"
"762431","4-room","48"
"762430","4-room","90"
"762429","3-room","24"
"762429","4-room","72"
"762428","4-room","72"
"762428","5-room","24"
"762426","4-room","72"
"762424","2-room","96"
"762424","3-room","36"
"762348","3-room","28"
"762348","4-room","56"
"762348","5-room","28"
"762347","3-room","28"
"762347","4-room","100"
"762347","5-room","14"
"762342","3-room","112"
"762342","4-room","28"
"762336","3-room","28"
"762336","4-room","70"
"762335","3-room","28"
"762335","4-room","70"
"762334","4-room","56"
"762334","5-room","42"
"762333","Studio Apartment","85"
"762333","2-room","7"
"762333","3-room","28"
"762318","4-room","28"
"762318","5-room","70"
"762317","Studio Apartment","99"
"762317","2-room","13"
"762317","4-room","56"
"762316","3-room","56"
"762316","4-room","56"
"762315","4-room","42"
"762315","5-room","56"
"762269","1-room","98"
"762269","2-room","140"
"762115","4-room","30"
"762115","5-room","90"
"761813","Studio Apartment","46"
"761813","2-room","19"
"761813","3-room","90"
"761796","3-room","7"
"761796","4-room","3"
"761795","3-room","3"
"761795","4-room","3"
"761677","2-room","48"
"761677","4-room","48"
"761676","2-room","72"
"761676","4-room","24"
"761675","2-room","96"
"761675","3-room","24"
"761675","4-room","24"
"761674","4-room","84"
"761674","5-room","60"
"761673","3-room","23"
"761673","4-room","48"
"761673","5-room","72"
"761672","2-room","132"
"761672","3-room","48"
"761671","3-room","48"
"761671","4-room","48"
"761666","4-room","10"
"761666","5-room","6"
"761664","Executive","8"
"761663","3-room","5"
"761663","4-room","3"
"761663","Executive","4"
"761645","3-room","5"
"761645","4-room","3"
"761645","Executive","4"
"761640","3-room","5"
"761640","4-room","3"
"761640","Executive","4"
"761637","3-room","3"
"761637","4-room","3"
"761637","5-room","1"
"761637","Executive","4"
"761636","3-room","5"
"761636","4-room","3"
"761636","Executive","4"
"761633","3-room","5"
"761633","4-room","3"
"761633","Executive","4"
"761513","3-room","48"
"761513","4-room","36"
"761513","5-room","24"
"761512","3-room","38"
"761512","4-room","72"
"761511","3-room","24"
"761511","4-room","84"
"761511","5-room","36"
"761510","1-room","156"
"761510","2-room","132"
"761509","4-room","48"
"761509","5-room","60"
"761508","3-room","60"
"761508","4-room","72"
"761507","3-room","20"
"761507","4-room","64"
"761506","4-room","48"
"761506","5-room","48"
"761505","3-room","36"
"761505","4-room","47"
"761505","5-room","10"
"761504","3-room","24"
"761504","4-room","53"
"761504","5-room","10"
"761502","3-room","48"
"761502","4-room","84"
"761501","3-room","48"
"761501","4-room","24"
"761432","4-room","36"
"761432","5-room","60"
"761431","4-room","36"
"761431","5-room","36"
"761430","3-room","24"
"761430","4-room","102"
"761429","3-room","24"
"761429","4-room","108"
"761428","4-room","48"
"761428","5-room","48"
"761426","Studio Apartment","22"
"761426","2-room","2"
"761426","4-room","24"
"761426","5-room","72"
"761424","2-room","96"
"761424","3-room","36"
"761355","Executive","16"
"761350","Executive","14"
"761348","3-room","28"
"761348","4-room","98"
"761348","5-room","14"
"761347","3-room","28"
"761347","4-room","88"
"761347","5-room","30"
"761342","4-room","56"
"761342","5-room","56"
"761336","3-room","28"
"761336","4-room","70"
"761335","3-room","54"
"761335","4-room","28"
"761334","3-room","28"
"761334","4-room","60"
"761333","4-room","60"
"761333","5-room","28"
"761318","4-room","28"
"761318","5-room","70"
"761317","4-room","28"
"761317","5-room","70"
"761316","3-room","56"
"761316","4-room","56"
"761315","4-room","84"
"761315","5-room","28"
"761269","1-room","98"
"761269","2-room","140"
"761115","4-room","39"
"761115","5-room","45"
"760935","4-room","55"
"760935","5-room","44"
"760932","4-room","39"
"760932","5-room","27"
"760931","4-room","24"
"760931","5-room","17"
"760930","4-room","22"
"760930","5-room","24"
"760928","4-room","20"
"760928","5-room","26"
"760927","4-room","28"
"760927","5-room","22"
"760926","4-room","28"
"760926","5-room","16"
"760880","4-room","34"
"760880","5-room","36"
"760879","4-room","110"
"760878","3-room","6"
"760878","4-room","6"
"760877","Executive","70"
"760876","4-room","30"
"760876","5-room","18"
"760875","4-room","110"
"760874","4-room","48"
"760874","5-room","40"
"760873","4-room","64"
"760873","5-room","52"
"760872","4-room","34"
"760872","5-room","36"
"760871","4-room","34"
"760871","5-room","36"
"760870","4-room","34"
"760870","5-room","36"
"760868","4-room","132"
"760867","4-room","132"
"760866","4-room","64"
"760866","5-room","52"
"760865","4-room","63"
"760865","5-room","58"
"760864","4-room","48"
"760864","5-room","40"
"760863","4-room","48"
"760863","5-room","40"
"760862","3-room","66"
"760862","4-room","66"
"760861","3-room","66"
"760861","4-room","44"
"760860","4-room","35"
"760860","5-room","38"
"760859","4-room","31"
"760859","5-room","32"
"760858","4-room","49"
"760858","5-room","32"
"760855","4-room","53"
"760855","5-room","46"
"760854","4-room","35"
"760854","5-room","31"
"760853","3-room","60"
"760853","4-room","60"
"760852","3-room","60"
"760852","4-room","60"
"760851","4-room","48"
"760851","5-room","40"
"760850","4-room","63"
"760850","5-room","58"
"760849","3-room","28"
"760848","3-room","2"
"760848","5-room","7"
"760846","3-room","8"
"760846","4-room","8"
"760846","5-room","20"
"760844","4-room","48"
"760844","5-room","40"
"760841","4-room","59"
"760841","5-room","40"
"760840","3-room","66"
"760840","4-room","66"
"760839","3-room","66"
"760839","4-room","66"
"760838","4-room","59"
"760838","5-room","40"
"760837","Executive","16"
"760836","Executive","60"
"760835","4-room","18"
"760835","5-room","6"
"760834","Executive","50"
"760833","3-room","66"
"760833","4-room","44"
"760832","4-room","48"
"760832","5-room","40"
"760830","3-room","66"
"760830","4-room","44"
"760829","3-room","66"
"760829","4-room","66"
"760828","Executive","60"
"760827","Executive","16"
"760826","Executive","60"
"760825","3-room","66"
"760825","4-room","66"
"760824","Executive","70"
"760823","3-room","3"
"760823","4-room","3"
"760823","Executive","3"
"760822","3-room","3"
"760822","4-room","3"
"760822","Executive","3"
"760821","3-room","8"
"760821","4-room","56"
"760821","5-room","40"
"760820","4-room","70"
"760820","5-room","40"
"760819","4-room","18"
"760819","5-room","6"
"760817","4-room","18"
"760817","5-room","6"
"760816","4-room","81"
"760816","5-room","40"
"760812","4-room","54"
"760812","5-room","42"
"760811","3-room","24"
"760810","4-room","30"
"760810","5-room","66"
"760809","4-room","30"
"760809","5-room","66"
"760808","3-room","66"
"760808","4-room","44"
"760807","3-room","14"
"760807","4-room","14"
"760806","3-room","66"
"760806","4-room","44"
"760805","4-room","88"
"760805","5-room","60"
"760804","4-room","88"
"760804","5-room","60"
"760803","3-room","66"
"760803","4-room","44"
"760802","3-room","66"
"760802","4-room","44"
"760801","3-room","24"
"760801","4-room","8"
"760800","4-room","120"
"760799","4-room","24"
"760799","5-room","48"
"760798","4-room","30"
"760798","5-room","66"
"760797","3-room","24"
"760796","4-room","30"
"760796","5-room","66"
"760795","4-room","30"
"760795","5-room","66"
"760794","4-room","54"
"760794","5-room","42"
"760793","5-room","8"
"760793","Executive","8"
"760792","Executive","50"
"760791","Executive","60"
"760790","4-room","54"
"760790","5-room","42"
"760789","3-room","24"
"760788","4-room","39"
"760788","5-room","57"
"760787","4-room","39"
"760787","5-room","57"
"760786","4-room","39"
"760786","5-room","57"
"760785","4-room","39"
"760785","5-room","57"
"760784","3-room","66"
"760784","4-room","66"
"760783","3-room","66"
"760783","4-room","66"
"760782","3-room","24"
"760782","4-room","16"
"760781","3-room","66"
"760781","4-room","44"
"760780","3-room","5"
"760780","4-room","5"
"760779","3-room","5"
"760779","4-room","5"
"760778","3-room","66"
"760778","4-room","44"
"760777","3-room","28"
"760776","4-room","36"
"760776","5-room","84"
"760775","4-room","36"
"760775","5-room","84"
"760774","3-room","137"
"760774","4-room","67"
"760773","3-room","68"
"760773","4-room","68"
"760772","4-room","114"
"760771","4-room","110"
"760770","4-room","96"
"760770","5-room","40"
"760769","3-room","9"
"760769","4-room","6"
"760768","4-room","114"
"760767","3-room","20"
"760766","4-room","110"
"760765","4-room","114"
"760764","4-room","110"
"760763","3-room","38"
"760763","5-room","1"
"760762","4-room","114"
"760761","3-room","21"
"760761","4-room","9"
"760760","4-room","100"
"760760","5-room","58"
"760759","4-room","132"
"760758","4-room","48"
"760758","5-room","62"
"760757","4-room","48"
"760757","5-room","62"
"760756","4-room","136"
"760755","4-room","100"
"760755","5-room","58"
"760754","4-room","110"
"760753","3-room","22"
"760753","5-room","1"
"760752","4-room","132"
"760751","4-room","132"
"760750","4-room","132"
"760749","4-room","132"
"760748","3-room","16"
"760748","4-room","4"
"760747","3-room","14"
"760747","4-room","5"
"760746","3-room","124"
"760746","4-room","22"
"760746","Executive","4"
"760745","3-room","130"
"760745","4-room","22"
"760745","Executive","1"
"760744","3-room","18"
"760744","4-room","5"
"760743","3-room","12"
"760743","4-room","4"
"760742","3-room","124"
"760742","4-room","22"
"760742","5-room","3"
"760742","Executive","1"
"760741","3-room","124"
"760741","4-room","22"
"760741","5-room","2"
"760741","Executive","2"
"760740","3-room","130"
"760740","4-room","22"
"760740","5-room","1"
"760739","3-room","132"
"760739","4-room","22"
"760738","4-room","132"
"760737","4-room","132"
"760736","3-room","122"
"760736","4-room","22"
"760736","5-room","3"
"760736","Executive","2"
"760735","3-room","78"
"760735","4-room","22"
"760735","5-room","1"
"760735","Executive","4"
"760734","3-room","132"
"760734","4-room","22"
"760733","4-room","20"
"760733","5-room","112"
"760732","3-room","18"
"760732","4-room","5"
"760731","3-room","28"
"760731","4-room","4"
"760730","4-room","62"
"760730","5-room","46"
"760729","3-room","49"
"760729","4-room","48"
"760728","3-room","56"
"760728","4-room","56"
"760727","4-room","132"
"760726","4-room","136"
"760725","3-room","74"
"760725","4-room","56"
"760724","Executive","84"
"760723","Executive","84"
"760722","3-room","90"
"760722","4-room","56"
"760722","5-room","10"
"760721","4-room","110"
"760720","4-room","114"
"760719","3-room","56"
"760719","4-room","56"
"760718","3-room","54"
"760718","4-room","36"
"760717","3-room","57"
"760717","4-room","49"
"760717","5-room","5"
"760716","3-room","63"
"760716","4-room","32"
"760716","5-room","9"
"760715","4-room","89"
"760715","5-room","14"
"760714","3-room","54"
"760714","4-room","36"
"760713","4-room","86"
"760713","5-room","24"
"760712","3-room","130"
"760712","4-room","22"
"760712","Executive","1"
"760711","3-room","24"
"760711","4-room","8"
"760710","3-room","132"
"760710","4-room","22"
"760709","3-room","124"
"760709","4-room","22"
"760709","5-room","2"
"760709","Executive","2"
"760708","3-room","24"
"760708","4-room","8"
"760707","3-room","132"
"760707","4-room","22"
"760706","3-room","146"
"760706","4-room","22"
"760706","5-room","1"
"760706","Executive","3"
"760705","3-room","24"
"760705","4-room","8"
"760704","3-room","150"
"760704","4-room","22"
"760704","Executive","2"
"760703","3-room","148"
"760703","4-room","22"
"760703","5-room","1"
"760703","Executive","2"
"760702","3-room","24"
"760702","4-room","8"
"760701","3-room","152"
"760701","4-room","22"
"760701","Executive","1"
"760666","Multi-generation","66"
"760665","4-room","6"
"760665","5-room","18"
"760665","Executive","32"
"760664","3-room","1"
"760664","4-room","12"
"760664","Executive","44"
"760663","4-room","48"
"760663","5-room","40"
"760662","4-room","132"
"760661","3-room","9"
"760661","4-room","15"
"760661","5-room","11"
"760661","Executive","26"
"760660","4-room","132"
"760659","3-room","9"
"760659","4-room","7"
"760658","4-room","52"
"760658","5-room","80"
"760657","4-room","52"
"760657","5-room","80"
"760656","3-room","9"
"760656","4-room","7"
"760655","4-room","132"
"760654","3-room","9"
"760654","4-room","15"
"760654","5-room","11"
"760654","Executive","26"
"760653","4-room","110"
"760652","4-room","9"
"760652","Executive","54"
"760651","4-room","56"
"760651","5-room","40"
"760650","Executive","8"
"760647","4-room","60"
"760647","5-room","40"
"760646","4-room","132"
"760645","3-room","24"
"760645","4-room","33"
"760645","Executive","16"
"760644","4-room","60"
"760644","5-room","84"
"760643","Executive","96"
"760642","4-room","110"
"760641","3-room","22"
"760641","4-room","28"
"760641","Executive","17"
"760640","3-room","22"
"760640","4-room","28"
"760640","Executive","18"
"760639","4-room","110"
"760638","4-room","110"
"760637","4-room","48"
"760637","5-room","40"
"760636","4-room","48"
"760636","5-room","40"
"760635","4-room","110"
"760634","4-room","110"
"760633","Multi-generation","66"
"760632","3-room","22"
"760632","4-room","22"
"760632","Multi-generation","20"
"760631","3-room","10"
"760631","4-room","6"
"760631","5-room","2"
"760631","Executive","6"
"760630","3-room","66"
"760630","4-room","66"
"760629","3-room","66"
"760629","4-room","44"
"760628","3-room","66"
"760628","4-room","44"
"760627","3-room","66"
"760627","4-room","66"
"760626","4-room","60"
"760626","5-room","40"
"760625","4-room","48"
"760625","5-room","40"
"760624","4-room","67"
"760624","5-room","57"
"760622","3-room","66"
"760622","4-room","44"
"760621","3-room","66"
"760621","4-room","44"
"760620","4-room","48"
"760620","5-room","40"
"760619","4-room","48"
"760619","5-room","40"
"760618","3-room","24"
"760618","4-room","33"
"760618","Executive","16"
"760617","3-room","60"
"760617","4-room","40"
"760616","5-room","8"
"760616","Executive","8"
"760615","3-room","60"
"760615","4-room","40"
"760614","Executive","72"
"760613","4-room","48"
"760613","5-room","40"
"760612","4-room","48"
"760612","5-room","40"
"760611","Executive","72"
"760610","4-room","110"
"760609","4-room","132"
"760608","5-room","8"
"760608","Executive","8"
"760607","4-room","48"
"760607","5-room","40"
"760606","Executive","72"
"760605","3-room","24"
"760605","4-room","24"
"760605","Multi-generation","22"
"760604","3-room","22"
"760604","4-room","28"
"760604","Executive","18"
"760603","4-room","59"
"760603","5-room","51"
"760602","4-room","60"
"760602","5-room","40"
"760459","2-room","144"
"760459","3-room","48"
"760458","4-room","144"
"760457","4-room","72"
"760456","3-room","48"
"760456","4-room","48"
"760455","3-room","72"
"760455","4-room","72"
"760454","3-room","48"
"760454","4-room","48"
"760453","4-room","120"
"760452","2-room","12"
"760452","3-room","24"
"760452","4-room","96"
"760451","2-room","12"
"760451","3-room","24"
"760451","4-room","96"
"760450","4-room","84"
"760449","4-room","96"
"760448","2-room","12"
"760448","3-room","24"
"760448","4-room","96"
"760446","3-room","24"
"760446","4-room","60"
"760445","4-room","96"
"760443","4-room","120"
"760442","3-room","24"
"760442","4-room","60"
"760440","4-room","132"
"760439","4-room","132"
"760438","1-room","110"
"760438","2-room","66"
"760437","4-room","132"
"760436","1-room","110"
"760436","2-room","66"
"760435","4-room","110"
"760433","4-room","110"
"760427","4-room","132"
"760425","4-room","110"
"760423","4-room","110"
"760419","4-room","45"
"760419","5-room","27"
"760416","4-room","41"
"760416","5-room","25"
"760415","4-room","37"
"760415","5-room","37"
"760413","4-room","37"
"760413","5-room","37"
"760412","4-room","40"
"760412","5-room","16"
"760411","4-room","58"
"760411","5-room","34"
"760410","4-room","48"
